 strength = semiamplitude of R in solar mass,au,day
  pla  |p+q|:|p|     a(au)      e     i     argper        <R>      strength                   
    1   97   47    36.658491   0.64  27.36  54.88    1.7421E-02    1.5613E-16
    1   99   49    37.181859   0.64  27.36  54.88    1.7392E-02    2.2551E-16
    1   53    2     6.685388   0.64  27.36  54.88    1.6812E-02    7.2858E-17
    1   55    4    10.353536   0.64  27.36  54.88    1.6885E-02    8.6736E-17
    1   56    5    11.870759   0.64  27.36  54.88    1.6924E-02    8.3267E-17
    1   58    7    14.512332   0.64  27.36  54.88    1.7003E-02    7.6328E-17
    1   59    8    15.683723   0.64  27.36  54.88    1.7043E-02    8.6736E-17
    1   61   10    17.799342   0.64  27.36  54.88    1.7120E-02    7.2858E-17
    1   62   11    18.762520   0.64  27.36  54.88    1.7157E-02    1.0755E-16
    1   64   13    20.533647   0.64  27.36  54.88    1.7227E-02    7.6328E-17
    1   65   14    21.351757   0.64  27.36  54.88    1.7260E-02    6.9389E-17
    1   67   16    22.872868   0.64  27.36  54.88    1.7322E-02    6.5919E-17
    1   70   19    24.911175   0.64  27.36  54.88    1.7401E-02    7.9797E-17
    1   71   20    25.535142   0.64  27.36  54.88    1.7424E-02    1.1449E-16
    1   73   22    26.711015   0.64  27.36  54.88    1.7463E-02    9.3675E-17
    1   74   23    27.265989   0.64  27.36  54.88    1.7480E-02    1.1796E-16
    1   76   25    28.316622   0.64  27.36  54.88    1.7509E-02    9.7145E-17
    1   77   26    28.814577   0.64  27.36  54.88    1.7520E-02    9.7145E-17
    1   79   28    29.760791   0.64  27.36  54.88    1.7537E-02    1.0408E-16
    1   80   29    30.210820   0.64  27.36  54.88    1.7543E-02    7.9797E-17
    1   82   31    31.068651   0.64  27.36  54.88    1.7550E-02    7.6328E-17
    1   83   32    31.477853   0.64  27.36  54.88    1.7552E-02    1.3184E-16
    1   86   35    32.633994   0.64  27.36  54.88    1.7547E-02    1.2837E-16
    1   88   37    33.350566   0.64  27.36  54.88    1.7537E-02    1.9429E-16
    1   89   38    33.694025   0.64  27.36  54.88    1.7531E-02    1.4919E-16
    1   91   40    34.353388   0.64  27.36  54.88    1.7515E-02    1.2837E-16
    1   92   41    34.670055   0.64  27.36  54.88    1.7506E-02    1.2837E-16
    1   94   43    35.279106   0.64  27.36  54.88    1.7484E-02    1.7694E-16
    1   95   44    35.572131   0.64  27.36  54.88    1.7473E-02    1.1102E-16
    1   97   46    36.136651   0.64  27.36  54.88    1.7448E-02    1.5959E-16
    1   98   47    36.408688   0.64  27.36  54.88    1.7434E-02    1.3531E-16
    1  100   49    36.933565   0.64  27.36  54.88    1.7406E-02    1.5959E-16
    1   55    3     8.546656   0.64  27.36  54.88    1.6846E-02    9.7145E-17
    1   57    5    11.731511   0.64  27.36  54.88    1.6920E-02    8.6736E-17
    1   59    7    14.347884   0.64  27.36  54.88    1.6998E-02    5.8981E-17
    1   61    9    16.592008   0.64  27.36  54.88    1.7075E-02    6.5919E-17
    1   63   11    18.563446   0.64  27.36  54.88    1.7149E-02    7.6328E-17
    1   67   15    21.909618   0.64  27.36  54.88    1.7283E-02    7.9797E-17
    1   69   17    23.353773   0.64  27.36  54.88    1.7341E-02    6.5919E-17
    1   71   19    24.676715   0.64  27.36  54.88    1.7392E-02    9.0206E-17
    1   73   21    25.895331   0.64  27.36  54.88    1.7436E-02    1.2143E-16
    1   75   23    27.023083   0.64  27.36  54.88    1.7473E-02    1.0408E-16
    1   77   25    28.070923   0.64  27.36  54.88    1.7502E-02    8.3267E-17
    1   79   27    29.047914   0.64  27.36  54.88    1.7525E-02    1.3878E-16
    1   81   29    29.961657   0.64  27.36  54.88    1.7540E-02    7.9797E-17
    1   83   31    30.818600   0.64  27.36  54.88    1.7549E-02    1.3531E-16
    1   85   33    31.624270   0.64  27.36  54.88    1.7552E-02    1.4225E-16
    1   87   35    32.383444   0.64  27.36  54.88    1.7549E-02    1.0408E-16
    1   89   37    33.100279   0.64  27.36  54.88    1.7541E-02    1.1449E-16
    1   93   41    34.421076   0.64  27.36  54.88    1.7513E-02    1.0755E-16
    1   95   43    35.031097   0.64  27.36  54.88    1.7494E-02    1.1449E-16
    1   97   45    35.611016   0.64  27.36  54.88    1.7471E-02    1.5266E-16
    1   99   47    36.163097   0.64  27.36  54.88    1.7446E-02    1.2837E-16
    1   55    2     6.522319   0.64  27.36  54.88    1.6810E-02    9.0206E-17
    1   56    3     8.444605   0.64  27.36  54.88    1.6844E-02    8.3267E-17
    1   57    4    10.109909   0.64  27.36  54.88    1.6879E-02    5.8981E-17
    1   58    5    11.596275   0.64  27.36  54.88    1.6917E-02    1.0408E-16
    1   59    6    12.946628   0.64  27.36  54.88    1.6955E-02    7.2858E-17
    1   60    7    14.188017   0.64  27.36  54.88    1.6993E-02    7.6328E-17
    1   61    8    15.339008   0.64  27.36  54.88    1.7031E-02    5.2042E-17
    1   62    9    16.413117   0.64  27.36  54.88    1.7068E-02    7.2858E-17
    1   63   10    17.420615   0.64  27.36  54.88    1.7105E-02    7.2858E-17
    1   64   11    18.369570   0.64  27.36  54.88    1.7141E-02    6.5919E-17
    1   65   12    19.266483   0.64  27.36  54.88    1.7177E-02    8.6736E-17
    1   66   13    20.116702   0.64  27.36  54.88    1.7210E-02    2.7756E-16
    1   67   14    20.924704   0.64  27.36  54.88    1.7243E-02    1.1796E-16
    1   68   15    21.694288   0.64  27.36  54.88    1.7274E-02    6.2450E-17
    1   69   16    22.428717   0.64  27.36  54.88    1.7304E-02    7.2858E-17
    1   70   17    23.130823   0.64  27.36  54.88    1.7332E-02    1.0408E-16
    1   71   18    23.803087   0.64  27.36  54.88    1.7359E-02    8.6736E-17
    1   72   19    24.447694   0.64  27.36  54.88    1.7384E-02    7.2858E-17
    1   73   20    25.066590   0.64  27.36  54.88    1.7407E-02    6.5919E-17
    1   74   21    25.661511   0.64  27.36  54.88    1.7428E-02    6.2450E-17
    1   75   22    26.234016   0.64  27.36  54.88    1.7448E-02    9.7145E-17
    1   76   23    26.785515   0.64  27.36  54.88    1.7466E-02    6.5919E-17
    1   77   24    27.317284   0.64  27.36  54.88    1.7482E-02    8.6736E-17
    1   78   25    27.830485   0.64  27.36  54.88    1.7496E-02    7.2858E-17
    1   79   26    28.326180   0.64  27.36  54.88    1.7509E-02    7.9797E-17
    1   80   27    28.805341   0.64  27.36  54.88    1.7520E-02    1.0061E-16
    1   81   28    29.268863   0.64  27.36  54.88    1.7529E-02    1.1796E-16
    1   82   29    29.717568   0.64  27.36  54.88    1.7536E-02    6.2450E-17
    1   83   30    30.152219   0.64  27.36  54.88    1.7542E-02    1.3184E-16
    1   84   31    30.573520   0.64  27.36  54.88    1.7547E-02    1.2490E-16
    1   85   32    30.982125   0.64  27.36  54.88    1.7550E-02    1.4919E-16
    1   86   33    31.378644   0.64  27.36  54.88    1.7551E-02    1.0061E-16
    1   87   34    31.763641   0.64  27.36  54.88    1.7552E-02    1.2837E-16
    1   88   35    32.137648   0.64  27.36  54.88    1.7550E-02    1.1449E-16
    1   89   36    32.501158   0.64  27.36  54.88    1.7548E-02    1.1796E-16
    1   90   37    32.854635   0.64  27.36  54.88    1.7544E-02    8.6736E-17
    1   91   38    33.198514   0.64  27.36  54.88    1.7540E-02    1.7000E-16
    1   92   39    33.533202   0.64  27.36  54.88    1.7534E-02    1.2837E-16
    1   93   40    33.859084   0.64  27.36  54.88    1.7527E-02    1.3184E-16
    1   94   41    34.176520   0.64  27.36  54.88    1.7520E-02    1.5959E-16
    1   95   42    34.485852   0.64  27.36  54.88    1.7511E-02    1.1796E-16
    1   96   43    34.787401   0.64  27.36  54.88    1.7502E-02    1.4572E-16
    1   97   44    35.081471   0.64  27.36  54.88    1.7492E-02    9.3675E-17
    1   98   45    35.368350   0.64  27.36  54.88    1.7481E-02    1.5613E-16
    1   99   46    35.648309   0.64  27.36  54.88    1.7470E-02    1.1449E-16
    1  100   47    35.921606   0.64  27.36  54.88    1.7458E-02    1.6653E-16
    1   59    5    11.464871   0.64  27.36  54.88    1.6913E-02    8.3267E-17
    1   61    7    14.032530   0.64  27.36  54.88    1.6988E-02    6.9389E-17
    1   65   11    18.180677   0.64  27.36  54.88    1.7134E-02    9.0206E-17
    1   67   13    19.916035   0.64  27.36  54.88    1.7202E-02    1.0408E-16
    1   71   17    22.913120   0.64  27.36  54.88    1.7323E-02    7.9797E-17
    1   73   19    24.223915   0.64  27.36  54.88    1.7375E-02    7.2858E-17
    1   77   23    26.553101   0.64  27.36  54.88    1.7458E-02    1.0755E-16
    1   79   25    27.595130   0.64  27.36  54.88    1.7490E-02    1.2490E-16
    1   83   29    29.478391   0.64  27.36  54.88    1.7533E-02    1.1449E-16
    1   85   31    30.333255   0.64  27.36  54.88    1.7545E-02    1.3184E-16
    1   89   35    31.896463   0.64  27.36  54.88    1.7551E-02    1.2490E-16
    1   91   37    32.613499   0.64  27.36  54.88    1.7547E-02    1.1449E-16
    1   95   41    33.936262   0.64  27.36  54.88    1.7526E-02    1.3878E-16
    1   97   43    34.547900   0.64  27.36  54.88    1.7509E-02    2.3245E-16
    1   57    2     6.368844   0.64  27.36  54.88    1.6808E-02    1.1102E-16
    1   58    3     8.249343   0.64  27.36  54.88    1.6840E-02    7.6328E-17
    1   59    4     9.880126   0.64  27.36  54.88    1.6874E-02    7.2858E-17
    1   61    6    12.662072   0.64  27.36  54.88    1.6946E-02    6.2450E-17
    1   62    7    13.881234   0.64  27.36  54.88    1.6983E-02    8.3267E-17
    1   63    8    15.012631   0.64  27.36  54.88    1.7020E-02    9.0206E-17
    1   64    9    16.069370   0.64  27.36  54.88    1.7056E-02    8.3267E-17
    1   67   12    18.881137   0.64  27.36  54.88    1.7161E-02    6.9389E-17
    1   68   13    19.720298   0.64  27.36  54.88    1.7195E-02    5.8981E-17
    1   69   14    20.518383   0.64  27.36  54.88    1.7227E-02    7.9797E-17
    1   71   16    22.005518   0.64  27.36  54.88    1.7287E-02    1.9776E-16
    1   72   17    22.700467   0.64  27.36  54.88    1.7315E-02    8.6736E-17
    1   73   18    23.366317   0.64  27.36  54.88    1.7342E-02    8.3267E-17
    1   74   19    24.005187   0.64  27.36  54.88    1.7367E-02    9.3675E-17
    1   76   21    25.209311   0.64  27.36  54.88    1.7412E-02    7.9797E-17
    1   78   23    26.325664   0.64  27.36  54.88    1.7451E-02    9.7145E-17
    1   79   24    26.854265   0.64  27.36  54.88    1.7468E-02    9.0206E-17
    1   81   26    27.857965   0.64  27.36  54.88    1.7497E-02    1.3878E-16
    1   82   27    28.335037   0.64  27.36  54.88    1.7509E-02    1.3531E-16
    1   83   28    28.796771   0.64  27.36  54.88    1.7519E-02    1.0755E-16
    1   84   29    29.243969   0.64  27.36  54.88    1.7528E-02    1.3531E-16
    1   86   31    30.097656   0.64  27.36  54.88    1.7542E-02    8.3267E-17
    1   87   32    30.505466   0.64  27.36  54.88    1.7546E-02    1.0408E-16
    1   89   34    31.285981   0.64  27.36  54.88    1.7551E-02    1.2490E-16
    1   91   36    32.023189   0.64  27.36  54.88    1.7551E-02    1.2490E-16
    1   92   37    32.376739   0.64  27.36  54.88    1.7549E-02    1.4572E-16
    1   93   38    32.720827   0.64  27.36  54.88    1.7546E-02    1.3184E-16
    1   94   39    33.055851   0.64  27.36  54.88    1.7542E-02    1.1449E-16
    1   96   41    33.700183   0.64  27.36  54.88    1.7531E-02    1.2143E-16
    1   97   42    34.010176   0.64  27.36  54.88    1.7524E-02    1.2837E-16
    1   98   43    34.312479   0.64  27.36  54.88    1.7516E-02    1.3184E-16
    1   59    3     8.155864   0.64  27.36  54.88    1.6838E-02    5.8981E-17
    1   61    5    11.212883   0.64  27.36  54.88    1.6907E-02    7.9797E-17
    1   65    9    15.904131   0.64  27.36  54.88    1.7050E-02    7.9797E-17
    1   67   11    17.817048   0.64  27.36  54.88    1.7120E-02    9.0206E-17
    1   69   13    19.529300   0.64  27.36  54.88    1.7187E-02    1.1449E-16
    1   71   15    21.078795   0.64  27.36  54.88    1.7249E-02    7.6328E-17
    1   73   17    22.492680   0.64  27.36  54.88    1.7307E-02    8.6736E-17
    1   75   19    23.791331   0.64  27.36  54.88    1.7358E-02    8.3267E-17
    1   79   23    26.103035   0.64  27.36  54.88    1.7443E-02    8.6736E-17
    1   81   25    27.138999   0.64  27.36  54.88    1.7476E-02    9.7145E-17
    1   83   27    28.106987   0.64  27.36  54.88    1.7503E-02    1.3878E-16
    1   85   29    29.014152   0.64  27.36  54.88    1.7524E-02    1.5266E-16
    1   87   31    29.866578   0.64  27.36  54.88    1.7539E-02    1.4225E-16
    1   89   33    30.669483   0.64  27.36  54.88    1.7548E-02    1.4572E-16
    1   93   37    32.144230   0.64  27.36  54.88    1.7550E-02    1.2143E-16
    1   95   39    32.823471   0.64  27.36  54.88    1.7545E-02    1.4225E-16
    1   97   41    33.468167   0.64  27.36  54.88    1.7535E-02    1.1796E-16
    1   99   43    34.081028   0.64  27.36  54.88    1.7522E-02    1.0755E-16
    1   59    2     6.224089   0.64  27.36  54.88    1.6805E-02    1.0061E-16
    1   61    4     9.662970   0.64  27.36  54.88    1.6869E-02    5.5511E-17
    1   62    5    11.091988   0.64  27.36  54.88    1.6903E-02    9.0206E-17
    1   64    7    13.590514   0.64  27.36  54.88    1.6974E-02    5.5511E-17
    1   65    8    14.703078   0.64  27.36  54.88    1.7009E-02    8.6736E-17
    1   67   10    16.720168   0.64  27.36  54.88    1.7079E-02    7.6328E-17
    1   68   11    17.641941   0.64  27.36  54.88    1.7114E-02    8.6736E-17
    1   70   13    19.342861   0.64  27.36  54.88    1.7180E-02    5.2042E-17
    1   71   14    20.131229   0.64  27.36  54.88    1.7211E-02    1.0408E-16
    1   73   16    21.601733   0.64  27.36  54.88    1.7270E-02    9.0206E-17
    1   74   17    22.289585   0.64  27.36  54.88    1.7298E-02    8.6736E-17
    1   77   20    24.190788   0.64  27.36  54.88    1.7374E-02    1.2837E-16
    1   79   22    25.340834   0.64  27.36  54.88    1.7417E-02    5.2042E-17
    1   80   23    25.885054   0.64  27.36  54.88    1.7436E-02    1.0408E-16
    1   82   25    26.917906   0.64  27.36  54.88    1.7470E-02    1.1449E-16
    1   83   26    27.408631   0.64  27.36  54.88    1.7484E-02    1.8735E-16
    1   85   28    28.343267   0.64  27.36  54.88    1.7509E-02    9.0206E-17
    1   86   29    28.788798   0.64  27.36  54.88    1.7519E-02    1.2837E-16
    1   88   31    29.639885   0.64  27.36  54.88    1.7535E-02    9.3675E-17
    1   89   32    30.046726   0.64  27.36  54.88    1.7541E-02    1.0755E-16
    1   91   34    30.825883   0.64  27.36  54.88    1.7549E-02    9.0206E-17
    1   92   35    31.199238   0.64  27.36  54.88    1.7551E-02    1.1449E-16
    1   94   37    31.915850   0.64  27.36  54.88    1.7551E-02    1.3878E-16
    1   97   40    32.921732   0.64  27.36  54.88    1.7544E-02    1.4225E-16
    1   98   41    33.240103   0.64  27.36  54.88    1.7539E-02    9.3675E-17
    1  100   43    33.853440   0.64  27.36  54.88    1.7527E-02    9.7145E-17
    1   61    3     7.976606   0.64  27.36  54.88    1.6835E-02    5.5511E-17
    1   63    5    10.974300   0.64  27.36  54.88    1.6900E-02    9.7145E-17
    1   65    7    13.450764   0.64  27.36  54.88    1.6970E-02    9.3675E-17
    1   67    9    15.586035   0.64  27.36  54.88    1.7039E-02    6.5919E-17
    1   69   11    17.471073   0.64  27.36  54.88    1.7107E-02    8.3267E-17
    1   71   13    19.160809   0.64  27.36  54.88    1.7172E-02    9.3675E-17
    1   73   15    20.692014   0.64  27.36  54.88    1.7234E-02    9.7145E-17
    1   75   17    22.091012   0.64  27.36  54.88    1.7290E-02    9.3675E-17
    1   77   19    23.377555   0.64  27.36  54.88    1.7342E-02    9.7145E-17
    1   79   21    24.566991   0.64  27.36  54.88    1.7388E-02    1.1449E-16
    1   81   23    25.671567   0.64  27.36  54.88    1.7428E-02    8.6736E-17
    1   83   25    26.701262   0.64  27.36  54.88    1.7463E-02    1.1796E-16
    1   85   27    27.664345   0.64  27.36  54.88    1.7492E-02    1.2837E-16
    1   89   31    29.417446   0.64  27.36  54.88    1.7532E-02    1.6306E-16
    1   91   33    30.218451   0.64  27.36  54.88    1.7543E-02    1.1102E-16
    1   93   35    30.975185   0.64  27.36  54.88    1.7550E-02    1.1449E-16
    1   95   37    31.691485   0.64  27.36  54.88    1.7552E-02    1.0755E-16
    1   97   39    32.370725   0.64  27.36  54.88    1.7549E-02    1.4225E-16
    1   99   41    33.015885   0.64  27.36  54.88    1.7542E-02    1.4225E-16
    1   61    2     6.087289   0.64  27.36  54.88    1.6803E-02    6.2450E-17
    1   62    3     7.890603   0.64  27.36  54.88    1.6833E-02    5.8981E-17
    1   63    4     9.457365   0.64  27.36  54.88    1.6865E-02    6.9389E-17
    1   64    5    10.859684   0.64  27.36  54.88    1.6898E-02    5.5511E-17
    1   65    6    12.137123   0.64  27.36  54.88    1.6931E-02    8.6736E-17
    1   66    7    13.314553   0.64  27.36  54.88    1.6966E-02    6.2450E-17
    1   67    8    14.409004   0.64  27.36  54.88    1.7000E-02    7.6328E-17
    1   68    9    15.432854   0.64  27.36  54.88    1.7034E-02    9.7145E-17
    1   69   10    16.395492   0.64  27.36  54.88    1.7068E-02    7.9797E-17
    1   70   11    17.304283   0.64  27.36  54.88    1.7101E-02    4.8572E-17
    1   71   12    18.165155   0.64  27.36  54.88    1.7134E-02    9.0206E-17
    1   72   13    18.982981   0.64  27.36  54.88    1.7165E-02    6.9389E-17
    1   73   14    19.761836   0.64  27.36  54.88    1.7196E-02    5.8981E-17
    1   74   15    20.505177   0.64  27.36  54.88    1.7226E-02    1.1102E-16
    1   75   16    21.215975   0.64  27.36  54.88    1.7255E-02    9.7145E-17
    1   76   17    21.896804   0.64  27.36  54.88    1.7282E-02    6.9389E-17
    1   77   18    22.549921   0.64  27.36  54.88    1.7309E-02    9.3675E-17
    1   78   19    23.177318   0.64  27.36  54.88    1.7334E-02    9.0206E-17
    1   79   20    23.780763   0.64  27.36  54.88    1.7358E-02    8.6736E-17
    1   80   21    24.361838   0.64  27.36  54.88    1.7380E-02    1.5266E-16
    1   81   22    24.921965   0.64  27.36  54.88    1.7401E-02    9.7145E-17
    1   82   23    25.462429   0.64  27.36  54.88    1.7421E-02    8.3267E-17
    1   83   24    25.984395   0.64  27.36  54.88    1.7439E-02    1.0408E-16
    1   84   25    26.488924   0.64  27.36  54.88    1.7456E-02    1.1102E-16
    1   85   26    26.976988   0.64  27.36  54.88    1.7472E-02    1.3531E-16
    1   86   27    27.449475   0.64  27.36  54.88    1.7486E-02    1.4572E-16
    1   87   28    27.907206   0.64  27.36  54.88    1.7498E-02    1.3184E-16
    1   88   29    28.350935   0.64  27.36  54.88    1.7509E-02    1.3878E-16
    1   89   30    28.781362   0.64  27.36  54.88    1.7519E-02    1.2837E-16
    1   90   31    29.199133   0.64  27.36  54.88    1.7528E-02    1.5959E-16
    1   91   32    29.604852   0.64  27.36  54.88    1.7535E-02    1.2490E-16
    1   92   33    29.999079   0.64  27.36  54.88    1.7541E-02    1.4225E-16
    1   93   34    30.382335   0.64  27.36  54.88    1.7545E-02    1.2837E-16
    1   94   35    30.755111   0.64  27.36  54.88    1.7548E-02    1.6653E-16
    1   95   36    31.117863   0.64  27.36  54.88    1.7551E-02    1.3878E-16
    1   96   37    31.471021   0.64  27.36  54.88    1.7552E-02    9.0206E-17
    1   97   38    31.814987   0.64  27.36  54.88    1.7552E-02    1.5266E-16
    1   98   39    32.150139   0.64  27.36  54.88    1.7550E-02    1.1102E-16
    1   99   40    32.476835   0.64  27.36  54.88    1.7548E-02    1.4225E-16
    1  100   41    32.795411   0.64  27.36  54.88    1.7545E-02    1.2490E-16
    1   67    7    13.181738   0.64  27.36  54.88    1.6962E-02    7.2858E-17
    1   71   11    17.141417   0.64  27.36  54.88    1.7095E-02    1.2490E-16
    1   73   13    18.809222   0.64  27.36  54.88    1.7159E-02    7.2858E-17
    1   77   17    21.706808   0.64  27.36  54.88    1.7275E-02    9.3675E-17
    1   79   19    22.981313   0.64  27.36  54.88    1.7326E-02    5.2042E-17
    1   83   23    25.257498   0.64  27.36  54.88    1.7414E-02    1.2490E-16
    1   89   29    28.138169   0.64  27.36  54.88    1.7504E-02    1.4572E-16
    1   91   31    28.984827   0.64  27.36  54.88    1.7523E-02    1.0061E-16
    1   97   37    31.254352   0.64  27.36  54.88    1.7551E-02    1.2490E-16
    1   63    2     5.957766   0.64  27.36  54.88    1.6802E-02    8.6736E-17
    1   64    3     7.725348   0.64  27.36  54.88    1.6830E-02    7.9797E-17
    1   65    4     9.262359   0.64  27.36  54.88    1.6860E-02    7.6328E-17
    1   66    5    10.639173   0.64  27.36  54.88    1.6892E-02    9.3675E-17
    1   67    6    11.894371   0.64  27.36  54.88    1.6925E-02    9.3675E-17
    1   68    7    13.052186   0.64  27.36  54.88    1.6958E-02    1.1102E-16
    1   69    8    14.129206   0.64  27.36  54.88    1.6991E-02    9.0206E-17
    1   70    9    15.137477   0.64  27.36  54.88    1.7024E-02    6.9389E-17
    1   71   10    16.086131   0.64  27.36  54.88    1.7057E-02    7.9797E-17
    1   72   11    16.982331   0.64  27.36  54.88    1.7089E-02    8.3267E-17
    1   73   12    17.831837   0.64  27.36  54.88    1.7121E-02    9.3675E-17
    1   74   13    18.639386   0.64  27.36  54.88    1.7152E-02    6.2450E-17
    1   75   14    19.408934   0.64  27.36  54.88    1.7182E-02    9.7145E-17
    1   76   15    20.143841   0.64  27.36  54.88    1.7212E-02    7.6328E-17
    1   77   16    20.846989   0.64  27.36  54.88    1.7240E-02    8.6736E-17
    1   78   17    21.520881   0.64  27.36  54.88    1.7267E-02    1.0061E-16
    1   79   18    22.167707   0.64  27.36  54.88    1.7293E-02    1.3184E-16
    1   80   19    22.789401   0.64  27.36  54.88    1.7318E-02    1.0061E-16
    1   81   20    23.387681   0.64  27.36  54.88    1.7342E-02    8.3267E-17
    1   82   21    23.964082   0.64  27.36  54.88    1.7365E-02    7.6328E-17
    1   83   22    24.519987   0.64  27.36  54.88    1.7386E-02    7.6328E-17
    1   84   23    25.056642   0.64  27.36  54.88    1.7406E-02    1.1102E-16
    1   85   24    25.575181   0.64  27.36  54.88    1.7425E-02    9.3675E-17
    1   86   25    26.076635   0.64  27.36  54.88    1.7442E-02    1.5613E-16
    1   87   26    26.561947   0.64  27.36  54.88    1.7459E-02    1.1449E-16
    1   88   27    27.031983   0.64  27.36  54.88    1.7473E-02    9.7145E-17
    1   89   28    27.487539   0.64  27.36  54.88    1.7487E-02    8.3267E-17
    1   90   29    27.929350   0.64  27.36  54.88    1.7499E-02    1.1102E-16
    1   91   30    28.358097   0.64  27.36  54.88    1.7510E-02    1.1796E-16
    1   92   31    28.774409   0.64  27.36  54.88    1.7519E-02    1.4919E-16
    1   93   32    29.178874   0.64  27.36  54.88    1.7527E-02    1.0061E-16
    1   94   33    29.572036   0.64  27.36  54.88    1.7534E-02    1.9082E-16
    1   95   34    29.954406   0.64  27.36  54.88    1.7540E-02    8.6736E-17
    1   96   35    30.326460   0.64  27.36  54.88    1.7544E-02    1.3531E-16
    1   97   36    30.688643   0.64  27.36  54.88    1.7548E-02    1.2490E-16
    1   98   37    31.041374   0.64  27.36  54.88    1.7550E-02    1.0061E-16
    1   99   38    31.385046   0.64  27.36  54.88    1.7551E-02    1.8041E-16
    1  100   39    31.720029   0.64  27.36  54.88    1.7552E-02    1.7000E-16
    1   65    3     7.645909   0.64  27.36  54.88    1.6829E-02    4.8572E-17
    1   67    5    10.533046   0.64  27.36  54.88    1.6890E-02    7.6328E-17
    1   69    7    12.925771   0.64  27.36  54.88    1.6954E-02    7.9797E-17
    1   71    9    14.995005   0.64  27.36  54.88    1.7019E-02    7.6328E-17
    1   73   11    16.826885   0.64  27.36  54.88    1.7083E-02    7.6328E-17
    1   75   13    18.473332   0.64  27.36  54.88    1.7145E-02    8.6736E-17
    1   77   15    19.969056   0.64  27.36  54.88    1.7204E-02    9.0206E-17
    1   79   17    21.338885   0.64  27.36  54.88    1.7260E-02    9.0206E-17
    1   81   19    22.601446   0.64  27.36  54.88    1.7311E-02    1.4225E-16
    1   83   21    23.771211   0.64  27.36  54.88    1.7357E-02    1.2837E-16
    1   85   23    24.859732   0.64  27.36  54.88    1.7399E-02    1.2837E-16
    1   87   25    25.876429   0.64  27.36  54.88    1.7436E-02    9.7145E-17
    1   89   27    26.829115   0.64  27.36  54.88    1.7467E-02    1.8041E-16
    1   91   29    27.724363   0.64  27.36  54.88    1.7493E-02    1.1102E-16
    1   95   33    29.364147   0.64  27.36  54.88    1.7531E-02    1.0755E-16
    1   97   35    30.117671   0.64  27.36  54.88    1.7542E-02    1.2837E-16
    1   99   37    30.831988   0.64  27.36  54.88    1.7549E-02    1.3878E-16
    1   65    2     5.834920   0.64  27.36  54.88    1.6800E-02    5.5511E-17
    1   67    4     9.077104   0.64  27.36  54.88    1.6856E-02    6.9389E-17
    1   68    5    10.429526   0.64  27.36  54.88    1.6887E-02    1.0755E-16
    1   71    8    13.862608   0.64  27.36  54.88    1.6982E-02    4.8572E-17
    1   73   10    15.790962   0.64  27.36  54.88    1.7046E-02    8.3267E-17
    1   74   11    16.674948   0.64  27.36  54.88    1.7078E-02    6.2450E-17
    1   76   13    18.310928   0.64  27.36  54.88    1.7139E-02    5.2042E-17
    1   79   16    20.493640   0.64  27.36  54.88    1.7226E-02    6.9389E-17
    1   80   17    21.160689   0.64  27.36  54.88    1.7253E-02    1.3184E-16
    1   82   19    22.417319   0.64  27.36  54.88    1.7304E-02    8.3267E-17
    1   83   20    23.010450   0.64  27.36  54.88    1.7327E-02    7.6328E-17
    1   85   22    24.133835   0.64  27.36  54.88    1.7372E-02    1.1102E-16
    1   86   23    24.666646   0.64  27.36  54.88    1.7392E-02    1.1449E-16
    1   88   25    25.680022   0.64  27.36  54.88    1.7429E-02    9.3675E-17
    1   89   26    26.162510   0.64  27.36  54.88    1.7445E-02    4.0939E-16
    1   92   29    27.523096   0.64  27.36  54.88    1.7488E-02    9.3675E-17
    1   94   31    28.364800   0.64  27.36  54.88    1.7510E-02    1.6653E-16
    1   95   32    28.767895   0.64  27.36  54.88    1.7519E-02    1.3184E-16
    1   97   34    29.541234   0.64  27.36  54.88    1.7534E-02    1.1102E-16
    1  100   37    30.626097   0.64  27.36  54.88    1.7547E-02    1.5613E-16
    1   67    3     7.492984   0.64  27.36  54.88    1.6826E-02    8.3267E-17
    1   69    5    10.328513   0.64  27.36  54.88    1.6885E-02    5.5511E-17
    1   71    7    12.681880   0.64  27.36  54.88    1.6947E-02    9.3675E-17
    1   73    9    14.719858   0.64  27.36  54.88    1.7010E-02    4.8572E-17
    1   75   11    16.526395   0.64  27.36  54.88    1.7072E-02    9.7145E-17
    1   77   13    18.152046   0.64  27.36  54.88    1.7133E-02    7.2858E-17
    1   79   15    19.630587   0.64  27.36  54.88    1.7191E-02    9.3675E-17
    1   81   17    20.986166   0.64  27.36  54.88    1.7246E-02    7.9797E-17
    1   83   19    22.236897   0.64  27.36  54.88    1.7296E-02    6.9389E-17
    1   85   21    23.396852   0.64  27.36  54.88    1.7343E-02    8.6736E-17
    1   87   23    24.477265   0.64  27.36  54.88    1.7385E-02    9.7145E-17
    1   89   25    25.487301   0.64  27.36  54.88    1.7422E-02    9.0206E-17
    1   91   27    26.434560   0.64  27.36  54.88    1.7454E-02    1.0061E-16
    1   93   29    27.325443   0.64  27.36  54.88    1.7482E-02    1.1449E-16
    1   95   31    28.165398   0.64  27.36  54.88    1.7505E-02    9.3675E-17
    1   97   33    28.959117   0.64  27.36  54.88    1.7523E-02    9.3675E-17
    1   99   35    29.710667   0.64  27.36  54.88    1.7536E-02    1.1449E-16
