 strength = semiamplitude of R in solar mass,au,day
  pla  |p+q|:|p|     a(au)      e     i     argper        <R>      strength                   
    1   75   56    48.907450   0.64  27.36  54.88    1.6128E-02    4.8273E-09
    1   77   58    49.194364   0.64  27.36  54.88    1.6088E-02    4.4898E-09
    1   78   59    49.332006   0.64  27.36  54.88    1.6070E-02    4.3158E-09
    1   79   60    49.465979   0.64  27.36  54.88    1.6051E-02    4.1726E-09
    1   80   61    49.596429   0.64  27.36  54.88    1.6033E-02    4.0071E-09
    1   81   62    49.723492   0.64  27.36  54.88    1.6016E-02    3.8751E-09
    1   82   63    49.847300   0.64  27.36  54.88    1.5999E-02    3.7191E-09
    1   83   64    49.967976   0.64  27.36  54.88    1.5982E-02    3.5965E-09
    1   84   65    50.085639   0.64  27.36  54.88    1.5966E-02    3.4517E-09
    1   85   66    50.200400   0.64  27.36  54.88    1.5950E-02    3.3365E-09
    1   86   67    50.312366   0.64  27.36  54.88    1.5934E-02    3.2007E-09
    1   87   68    50.421638   0.64  27.36  54.88    1.5919E-02    3.0947E-09
    1   88   69    50.528311   0.64  27.36  54.88    1.5904E-02    2.9688E-09
    1   89   70    50.632479   0.64  27.36  54.88    1.5890E-02    2.8688E-09
    1   90   71    50.734229   0.64  27.36  54.88    1.5876E-02    2.7540E-09
    1   91   72    50.833644   0.64  27.36  54.88    1.5862E-02    2.6570E-09
    1   92   73    50.930804   0.64  27.36  54.88    1.5849E-02    2.5534E-09
    1   93   74    51.025784   0.64  27.36  54.88    1.5835E-02    2.4619E-09
    1   94   75    51.118658   0.64  27.36  54.88    1.5822E-02    2.3657E-09
    1   96   77    51.298362   0.64  27.36  54.88    1.5797E-02    2.1944E-09
    1   97   78    51.385322   0.64  27.36  54.88    1.5785E-02    2.1114E-09
    1   98   79    51.470436   0.64  27.36  54.88    1.5773E-02    2.0296E-09
    1   99   80    51.553763   0.64  27.36  54.88    1.5762E-02    1.9494E-09
    1  100   81    51.635357   0.64  27.36  54.88    1.5750E-02    1.8828E-09
    1   21    1     7.806883   0.64  27.36  54.88    1.6831E-02    4.8572E-17
    1   23    3    15.283381   0.64  27.36  54.88    1.7029E-02    2.8835E-14
    1   27    7    24.160914   0.64  27.36  54.88    1.7373E-02    2.2130E-10
    1   29    9    27.238730   0.64  27.36  54.88    1.7479E-02    1.2447E-09
    1   31   11    29.783644   0.64  27.36  54.88    1.7537E-02    2.6614E-09
    1   33   13    31.933274   0.64  27.36  54.88    1.7551E-02    3.6314E-09
    1   37   17    35.382510   0.64  27.36  54.88    1.7480E-02    5.1844E-09
    1   39   19    36.791698   0.64  27.36  54.88    1.7414E-02    5.6767E-09
    1   41   21    38.040609   0.64  27.36  54.88    1.7336E-02    6.0052E-09
    1   43   23    39.155859   0.64  27.36  54.88    1.7253E-02    6.1864E-09
    1   47   27    41.064617   0.64  27.36  54.88    1.7082E-02    6.2390E-09
    1   49   29    41.888208   0.64  27.36  54.88    1.6998E-02    6.1381E-09
    1   51   31    42.640097   0.64  27.36  54.88    1.6918E-02    5.9728E-09
    1   53   33    43.329388   0.64  27.36  54.88    1.6840E-02    5.7799E-09
    1   57   37    44.549389   0.64  27.36  54.88    1.6696E-02    5.3011E-09
    1   59   39    45.091938   0.64  27.36  54.88    1.6629E-02    5.0582E-09
    1   61   41    45.595976   0.64  27.36  54.88    1.6565E-02    4.7909E-09
    1   63   43    46.065499   0.64  27.36  54.88    1.6506E-02    4.5222E-09
    1   67   47    46.914369   0.64  27.36  54.88    1.6395E-02    4.0163E-09
    1   69   49    47.299349   0.64  27.36  54.88    1.6344E-02    3.7634E-09
    1   71   51    47.661209   0.64  27.36  54.88    1.6296E-02    3.5207E-09
    1   73   53    48.001983   0.64  27.36  54.88    1.6250E-02    3.2997E-09
    1   77   57    48.627274   0.64  27.36  54.88    1.6166E-02    2.8814E-09
    1   79   59    48.914819   0.64  27.36  54.88    1.6127E-02    2.6869E-09
    1   81   61    49.187383   0.64  27.36  54.88    1.6089E-02    2.5030E-09
    1   83   63    49.446112   0.64  27.36  54.88    1.6054E-02    2.3297E-09
    1   87   67    49.926088   0.64  27.36  54.88    1.5988E-02    2.0148E-09
    1   89   69    50.149110   0.64  27.36  54.88    1.5957E-02    1.8718E-09
    1   91   71    50.361866   0.64  27.36  54.88    1.5928E-02    1.7389E-09
    1   93   73    50.565051   0.64  27.36  54.88    1.5899E-02    1.6154E-09
    1   97   77    50.945188   0.64  27.36  54.88    1.5847E-02    1.3905E-09
    1   99   79    51.123248   0.64  27.36  54.88    1.5822E-02    1.2920E-09
    1   22    1     7.568481   0.64  27.36  54.88    1.6827E-02    5.8981E-17
    1   23    2    11.663403   0.64  27.36  54.88    1.6918E-02    1.0061E-16
    1   25    4    17.513401   0.64  27.36  54.88    1.7109E-02    1.5329E-13
    1   26    5    19.798013   0.64  27.36  54.88    1.7198E-02    2.0307E-12
    1   29    8    25.181707   0.64  27.36  54.88    1.7411E-02    1.9843E-10
    1   31   10    27.950058   0.64  27.36  54.88    1.7499E-02    8.1139E-10
    1   32   11    29.159874   0.64  27.36  54.88    1.7527E-02    1.1778E-09
    1   34   13    31.304021   0.64  27.36  54.88    1.7551E-02    1.7353E-09
    1   37   16    33.980989   0.64  27.36  54.88    1.7525E-02    2.4619E-09
    1   38   17    34.759009   0.64  27.36  54.88    1.7503E-02    2.6612E-09
    1   40   19    36.175920   0.64  27.36  54.88    1.7446E-02    2.9816E-09
    1   41   20    36.823178   0.64  27.36  54.88    1.7412E-02    3.1164E-09
    1   43   22    38.012520   0.64  27.36  54.88    1.7338E-02    3.3129E-09
    1   44   23    38.560319   0.64  27.36  54.88    1.7299E-02    3.3771E-09
    1   46   25    39.574183   0.64  27.36  54.88    1.7218E-02    3.4730E-09
    1   47   26    40.044312   0.64  27.36  54.88    1.7178E-02    3.4915E-09
    1   50   29    41.327820   0.64  27.36  54.88    1.7056E-02    3.4763E-09
    1   52   31    42.091662   0.64  27.36  54.88    1.6977E-02    3.4257E-09
    1   53   32    42.449565   0.64  27.36  54.88    1.6938E-02    3.3903E-09
    1   55   34    43.122241   0.64  27.36  54.88    1.6864E-02    3.2995E-09
    1   58   37    44.035844   0.64  27.36  54.88    1.6757E-02    3.1149E-09
    1   59   38    44.317804   0.64  27.36  54.88    1.6724E-02    3.0574E-09
    1   61   40    44.851532   0.64  27.36  54.88    1.6659E-02    2.9195E-09
    1   62   41    45.104370   0.64  27.36  54.88    1.6627E-02    2.8474E-09
    1   64   43    45.584391   0.64  27.36  54.88    1.6567E-02    2.7106E-09
    1   65   44    45.812436   0.64  27.36  54.88    1.6538E-02    2.6325E-09
    1   67   46    46.246534   0.64  27.36  54.88    1.6482E-02    2.4966E-09
    1   68   47    46.453289   0.64  27.36  54.88    1.6455E-02    2.4214E-09
    1   71   50    47.036133   0.64  27.36  54.88    1.6379E-02    2.2175E-09
    1   73   52    47.396270   0.64  27.36  54.88    1.6331E-02    2.0792E-09
    1   74   53    47.568553   0.64  27.36  54.88    1.6308E-02    2.0216E-09
    1   76   55    47.898646   0.64  27.36  54.88    1.6264E-02    1.8942E-09
    1   79   58    48.360536   0.64  27.36  54.88    1.6202E-02    1.7169E-09
    1   80   59    48.506342   0.64  27.36  54.88    1.6182E-02    1.6544E-09
    1   82   61    48.786668   0.64  27.36  54.88    1.6144E-02    1.5470E-09
    1   83   62    48.921478   0.64  27.36  54.88    1.6126E-02    1.4987E-09
    1   85   64    49.181059   0.64  27.36  54.88    1.6090E-02    1.3980E-09
    1   86   65    49.306076   0.64  27.36  54.88    1.6073E-02    1.3488E-09
    1   88   67    49.547140   0.64  27.36  54.88    1.6040E-02    1.2576E-09
    1   89   68    49.663399   0.64  27.36  54.88    1.6024E-02    1.2137E-09
    1   92   71    49.996260   0.64  27.36  54.88    1.5978E-02    1.0905E-09
    1   94   73    50.205794   0.64  27.36  54.88    1.5949E-02    1.0148E-09
    1   95   74    50.307096   0.64  27.36  54.88    1.5935E-02    9.7835E-10
    1   97   76    50.503144   0.64  27.36  54.88    1.5908E-02    9.0997E-10
    1  100   79    50.781856   0.64  27.36  54.88    1.5869E-02    8.1458E-10
    1   23    1     7.347483   0.64  27.36  54.88    1.6823E-02    4.1633E-17
    1   25    3    14.456994   0.64  27.36  54.88    1.7001E-02    6.9042E-16
    1   27    5    19.306105   0.64  27.36  54.88    1.7178E-02    4.3776E-13
    1   29    7    23.036891   0.64  27.36  54.88    1.7328E-02    1.7972E-11
    1   31    9    26.054198   0.64  27.36  54.88    1.7442E-02    1.5954E-10
    1   35   13    30.704878   0.64  27.36  54.88    1.7548E-02    8.1973E-10
    1   37   15    32.549940   0.64  27.36  54.88    1.7548E-02    1.0995E-09
    1   39   17    34.162270   0.64  27.36  54.88    1.7520E-02    1.3492E-09
    1   41   19    35.585276   0.64  27.36  54.88    1.7472E-02    1.5543E-09
    1   43   21    36.851717   0.64  27.36  54.88    1.7411E-02    1.7146E-09
    1   45   23    37.986918   0.64  27.36  54.88    1.7340E-02    1.8307E-09
    1   47   25    39.010837   0.64  27.36  54.88    1.7265E-02    1.9041E-09
    1   49   27    39.939470   0.64  27.36  54.88    1.7187E-02    1.9507E-09
    1   51   29    40.785806   0.64  27.36  54.88    1.7109E-02    1.9651E-09
    1   53   31    41.560528   0.64  27.36  54.88    1.7032E-02    1.9546E-09
    1   57   35    42.929184   0.64  27.36  54.88    1.6885E-02    1.8777E-09
    1   59   37    43.536848   0.64  27.36  54.88    1.6816E-02    1.8203E-09
    1   61   39    44.100856   0.64  27.36  54.88    1.6750E-02    1.7593E-09
    1   63   41    44.625803   0.64  27.36  54.88    1.6686E-02    1.6832E-09
    1   65   43    45.115652   0.64  27.36  54.88    1.6626E-02    1.6138E-09
    1   67   45    45.573842   0.64  27.36  54.88    1.6568E-02    1.5351E-09
    1   69   47    46.003374   0.64  27.36  54.88    1.6514E-02    1.4567E-09
    1   71   49    46.406875   0.64  27.36  54.88    1.6461E-02    1.3820E-09
    1   73   51    46.786661   0.64  27.36  54.88    1.6412E-02    1.3049E-09
    1   75   53    47.144776   0.64  27.36  54.88    1.6365E-02    1.2276E-09
    1   79   57    47.803058   0.64  27.36  54.88    1.6277E-02    1.0879E-09
    1   81   59    48.106287   0.64  27.36  54.88    1.6236E-02    1.0214E-09
    1   83   61    48.394016   0.64  27.36  54.88    1.6197E-02    9.5727E-10
    1   85   63    48.667412   0.64  27.36  54.88    1.6160E-02    8.9587E-10
    1   87   65    48.927524   0.64  27.36  54.88    1.6125E-02    8.3743E-10
    1   89   67    49.175302   0.64  27.36  54.88    1.6091E-02    7.8214E-10
    1   91   69    49.411606   0.64  27.36  54.88    1.6059E-02    7.2997E-10
    1   93   71    49.637219   0.64  27.36  54.88    1.6028E-02    6.8079E-10
    1   95   73    49.852852   0.64  27.36  54.88    1.5998E-02    6.3462E-10
    1   97   75    50.059156   0.64  27.36  54.88    1.5969E-02    5.9147E-10
    1   24    1     7.141942   0.64  27.36  54.88    1.6820E-02    4.5103E-17
    1   25    2    11.032751   0.64  27.36  54.88    1.6902E-02    4.1633E-17
    1   26    3    14.083884   0.64  27.36  54.88    1.6989E-02    1.2143E-16
    1   27    4    16.637497   0.64  27.36  54.88    1.7076E-02    5.0342E-15
    1   28    5    18.843655   0.64  27.36  54.88    1.7160E-02    9.1475E-14
    1   29    6    20.787041   0.64  27.36  54.88    1.7237E-02    8.4984E-13
    1   30    7    22.522073   0.64  27.36  54.88    1.7308E-02    4.8492E-12
    1   31    8    24.086630   0.64  27.36  54.88    1.7370E-02    1.8833E-11
    1   32    9    25.508536   0.64  27.36  54.88    1.7423E-02    5.3531E-11
    1   33   10    26.809037   0.64  27.36  54.88    1.7466E-02    1.1668E-10
    1   34   11    28.004835   0.64  27.36  54.88    1.7501E-02    2.0408E-10
    1   35   12    29.109359   0.64  27.36  54.88    1.7526E-02    2.9658E-10
    1   36   13    30.133604   0.64  27.36  54.88    1.7542E-02    3.7938E-10
    1   37   14    31.086707   0.64  27.36  54.88    1.7550E-02    4.5557E-10
    1   38   15    31.976354   0.64  27.36  54.88    1.7551E-02    5.3187E-10
    1   39   16    32.809083   0.64  27.36  54.88    1.7545E-02    6.0796E-10
    1   40   17    33.590499   0.64  27.36  54.88    1.7533E-02    6.7585E-10
    1   41   18    34.325453   0.64  27.36  54.88    1.7516E-02    7.4191E-10
    1   42   19    35.018165   0.64  27.36  54.88    1.7494E-02    8.0183E-10
    1   43   20    35.672335   0.64  27.36  54.88    1.7469E-02    8.5539E-10
    1   44   21    36.291221   0.64  27.36  54.88    1.7440E-02    9.0172E-10
    1   45   22    36.877711   0.64  27.36  54.88    1.7409E-02    9.4537E-10
    1   47   24    37.963487   0.64  27.36  54.88    1.7342E-02    1.0134E-09
    1   48   25    38.467121   0.64  27.36  54.88    1.7306E-02    1.0387E-09
    1   49   26    38.947120   0.64  27.36  54.88    1.7270E-02    1.0619E-09
    1   50   27    39.405153   0.64  27.36  54.88    1.7233E-02    1.0779E-09
    1   51   28    39.842729   0.64  27.36  54.88    1.7195E-02    1.0884E-09
    1   52   29    40.261221   0.64  27.36  54.88    1.7158E-02    1.0952E-09
    1   53   30    40.661878   0.64  27.36  54.88    1.7121E-02    1.1012E-09
    1   54   31    41.045838   0.64  27.36  54.88    1.7084E-02    1.1031E-09
    1   55   32    41.414145   0.64  27.36  54.88    1.7047E-02    1.1014E-09
    1   56   33    41.767753   0.64  27.36  54.88    1.7011E-02    1.0966E-09
    1   57   34    42.107541   0.64  27.36  54.88    1.6975E-02    1.0889E-09
    1   58   35    42.434316   0.64  27.36  54.88    1.6940E-02    1.0786E-09
    1   59   36    42.748823   0.64  27.36  54.88    1.6906E-02    1.0691E-09
    1   60   37    43.051751   0.64  27.36  54.88    1.6872E-02    1.0575E-09
    1   61   38    43.343736   0.64  27.36  54.88    1.6838E-02    1.0439E-09
    1   62   39    43.625369   0.64  27.36  54.88    1.6806E-02    1.0280E-09
    1   63   40    43.897198   0.64  27.36  54.88    1.6774E-02    1.0097E-09
    1   64   41    44.159732   0.64  27.36  54.88    1.6743E-02    9.8999E-10
    1   65   42    44.413445   0.64  27.36  54.88    1.6712E-02    9.7376E-10
    1   66   43    44.658780   0.64  27.36  54.88    1.6682E-02    9.5508E-10
    1   67   44    44.896149   0.64  27.36  54.88    1.6653E-02    9.3383E-10
    1   68   45    45.125938   0.64  27.36  54.88    1.6625E-02    9.1220E-10
    1   70   47    45.564197   0.64  27.36  54.88    1.6569E-02    8.7238E-10
    1   71   48    45.773322   0.64  27.36  54.88    1.6543E-02    8.4857E-10
    1   72   49    45.976181   0.64  27.36  54.88    1.6517E-02    8.3013E-10
    1   73   50    46.173054   0.64  27.36  54.88    1.6492E-02    8.0877E-10
    1   74   51    46.364204   0.64  27.36  54.88    1.6467E-02    7.8544E-10
    1   75   52    46.549879   0.64  27.36  54.88    1.6443E-02    7.6679E-10
    1   76   53    46.730313   0.64  27.36  54.88    1.6419E-02    7.4514E-10
    1   77   54    46.905726   0.64  27.36  54.88    1.6396E-02    7.2389E-10
    1   78   55    47.076326   0.64  27.36  54.88    1.6374E-02    7.0473E-10
    1   79   56    47.242311   0.64  27.36  54.88    1.6352E-02    6.8257E-10
    1   80   57    47.403865   0.64  27.36  54.88    1.6330E-02    6.6431E-10
    1   81   58    47.561166   0.64  27.36  54.88    1.6309E-02    6.4440E-10
    1   82   59    47.714379   0.64  27.36  54.88    1.6289E-02    6.2459E-10
    1   83   60    47.863664   0.64  27.36  54.88    1.6269E-02    6.0674E-10
    1   84   61    48.009171   0.64  27.36  54.88    1.6249E-02    5.8607E-10
    1   85   62    48.151041   0.64  27.36  54.88    1.6230E-02    5.7008E-10
    1   86   63    48.289411   0.64  27.36  54.88    1.6212E-02    5.5117E-10
    1   87   64    48.424408   0.64  27.36  54.88    1.6193E-02    5.3473E-10
    1   88   65    48.556156   0.64  27.36  54.88    1.6175E-02    5.1748E-10
    1   89   66    48.684770   0.64  27.36  54.88    1.6158E-02    5.0092E-10
    1   90   67    48.810363   0.64  27.36  54.88    1.6141E-02    4.8515E-10
    1   91   68    48.933039   0.64  27.36  54.88    1.6124E-02    4.6874E-10
    1   93   70    49.170041   0.64  27.36  54.88    1.6092E-02    4.3821E-10
    1   94   71    49.284555   0.64  27.36  54.88    1.6076E-02    4.2494E-10
    1   95   72    49.396529   0.64  27.36  54.88    1.6061E-02    4.0952E-10
    1   96   73    49.506048   0.64  27.36  54.88    1.6046E-02    3.9713E-10
    1   97   74    49.613191   0.64  27.36  54.88    1.6031E-02    3.8253E-10
    1   98   75    49.718036   0.64  27.36  54.88    1.6016E-02    3.7095E-10
    1   99   76    49.820656   0.64  27.36  54.88    1.6002E-02    3.5712E-10
    1  100   77    49.921120   0.64  27.36  54.88    1.5988E-02    3.4624E-10
    1   25    1     6.950198   0.64  27.36  54.88    1.6817E-02    5.2042E-17
    1   29    5    18.407939   0.64  27.36  54.88    1.7143E-02    1.8551E-14
    1   31    7    22.035085   0.64  27.36  54.88    1.7288E-02    1.2652E-12
    1   35   11    27.468837   0.64  27.36  54.88    1.7486E-02    7.9942E-11
    1   37   13    29.588180   0.64  27.36  54.88    1.7534E-02    1.7177E-10
    1   41   17    33.042068   0.64  27.36  54.88    1.7542E-02    3.3562E-10
    1   43   19    34.473121   0.64  27.36  54.88    1.7512E-02    4.0763E-10
    1   47   23    36.901483   0.64  27.36  54.88    1.7408E-02    5.2243E-10
    1   49   25    37.941963   0.64  27.36  54.88    1.7343E-02    5.6218E-10
    1   53   29    39.753185   0.64  27.36  54.88    1.7203E-02    6.1027E-10
    1   55   31    40.546793   0.64  27.36  54.88    1.7132E-02    6.2013E-10
    1   59   35    41.953467   0.64  27.36  54.88    1.6992E-02    6.1891E-10
    1   61   37    42.579945   0.64  27.36  54.88    1.6924E-02    6.1042E-10
    1   65   41    43.705642   0.64  27.36  54.88    1.6796E-02    5.7944E-10
    1   67   43    44.213301   0.64  27.36  54.88    1.6736E-02    5.6207E-10
    1   71   47    45.135353   0.64  27.36  54.88    1.6623E-02    5.1929E-10
    1   73   49    45.555343   0.64  27.36  54.88    1.6571E-02    4.9571E-10
    1   77   53    46.324841   0.64  27.36  54.88    1.6472E-02    4.4993E-10
    1   79   55    46.678215   0.64  27.36  54.88    1.6426E-02    4.2633E-10
    1   83   59    47.330358   0.64  27.36  54.88    1.6340E-02    3.8113E-10
    1   85   61    47.631886   0.64  27.36  54.88    1.6300E-02    3.5991E-10
    1   89   65    48.191755   0.64  27.36  54.88    1.6225E-02    3.1874E-10
    1   91   67    48.452120   0.64  27.36  54.88    1.6190E-02    2.9920E-10
    1   95   71    48.938088   0.64  27.36  54.88    1.6123E-02    2.6274E-10
    1   97   73    49.165213   0.64  27.36  54.88    1.6092E-02    2.4626E-10
    1   26    1     6.770825   0.64  27.36  54.88    1.6814E-02    4.5103E-17
    1   27    2    10.480966   0.64  27.36  54.88    1.6888E-02    5.5511E-17
    1   28    3    13.404974   0.64  27.36  54.88    1.6968E-02    6.2450E-17
    1   29    4    15.863481   0.64  27.36  54.88    1.7049E-02    1.8041E-16
    1   31    6    19.883075   0.64  27.36  54.88    1.7201E-02    4.4260E-14
    1   32    7    21.573596   0.64  27.36  54.88    1.7269E-02    3.1981E-13
    1   33    8    23.103328   0.64  27.36  54.88    1.7331E-02    1.5474E-12
    1   34    9    24.498128   0.64  27.36  54.88    1.7385E-02    5.3891E-12
    1   36   11    26.957770   0.64  27.36  54.88    1.7471E-02    3.0128E-11
    1   37   12    28.050688   0.64  27.36  54.88    1.7502E-02    5.1710E-11
    1   38   13    29.066786   0.64  27.36  54.88    1.7525E-02    7.5410E-11
    1   39   14    30.014616   0.64  27.36  54.88    1.7541E-02    9.8060E-11
    1   41   16    31.733253   0.64  27.36  54.88    1.7552E-02    1.4207E-10
    1   42   17    32.515487   0.64  27.36  54.88    1.7548E-02    1.6435E-10
    1   43   18    33.252671   0.64  27.36  54.88    1.7539E-02    1.8521E-10
    1   44   19    33.948802   0.64  27.36  54.88    1.7525E-02    2.0611E-10
    1   46   21    35.231528   0.64  27.36  54.88    1.7486E-02    2.4370E-10
    1   47   22    35.823971   0.64  27.36  54.88    1.7462E-02    2.6034E-10
    1   48   23    36.387167   0.64  27.36  54.88    1.7435E-02    2.7509E-10
    1   49   24    36.923309   0.64  27.36  54.88    1.7407E-02    2.8907E-10
    1   51   26    37.922121   0.64  27.36  54.88    1.7344E-02    3.1208E-10
    1   52   27    38.388174   0.64  27.36  54.88    1.7312E-02    3.2134E-10
    1   53   28    38.833984   0.64  27.36  54.88    1.7278E-02    3.2980E-10
    1   54   29    39.260877   0.64  27.36  54.88    1.7244E-02    3.3605E-10
    1   56   31    40.062645   0.64  27.36  54.88    1.7176E-02    3.4525E-10
    1   57   32    40.439638   0.64  27.36  54.88    1.7142E-02    3.4865E-10
    1   58   33    40.801970   0.64  27.36  54.88    1.7107E-02    3.5080E-10
    1   59   34    41.150499   0.64  27.36  54.88    1.7074E-02    3.5188E-10
    1   61   36    41.809241   0.64  27.36  54.88    1.7007E-02    3.5125E-10
    1   62   37    42.120857   0.64  27.36  54.88    1.6974E-02    3.4967E-10
    1   63   38    42.421485   0.64  27.36  54.88    1.6941E-02    3.4730E-10
    1   64   39    42.711707   0.64  27.36  54.88    1.6910E-02    3.4414E-10
    1   66   41    43.263049   0.64  27.36  54.88    1.6848E-02    3.3741E-10
    1   67   42    43.525139   0.64  27.36  54.88    1.6817E-02    3.3355E-10
    1   68   43    43.778768   0.64  27.36  54.88    1.6788E-02    3.2897E-10
    1   69   44    44.024344   0.64  27.36  54.88    1.6759E-02    3.2363E-10
    1   71   46    44.492843   0.64  27.36  54.88    1.6702E-02    3.1287E-10
    1   72   47    44.716460   0.64  27.36  54.88    1.6675E-02    3.0742E-10
    1   73   48    44.933415   0.64  27.36  54.88    1.6648E-02    3.0114E-10
    1   74   49    45.144004   0.64  27.36  54.88    1.6622E-02    2.9452E-10
    1   76   51    45.547187   0.64  27.36  54.88    1.6572E-02    2.8278E-10
    1   77   52    45.740291   0.64  27.36  54.88    1.6547E-02    2.7556E-10
    1   78   53    45.928051   0.64  27.36  54.88    1.6523E-02    2.6997E-10
    1   79   54    46.110690   0.64  27.36  54.88    1.6500E-02    2.6360E-10
    1   81   56    46.461423   0.64  27.36  54.88    1.6454E-02    2.5075E-10
    1   82   57    46.629903   0.64  27.36  54.88    1.6432E-02    2.4426E-10
    1   83   58    46.794029   0.64  27.36  54.88    1.6411E-02    2.3747E-10
    1   84   59    46.953971   0.64  27.36  54.88    1.6390E-02    2.3177E-10
    1   86   61    47.261927   0.64  27.36  54.88    1.6349E-02    2.1916E-10
    1   87   62    47.410237   0.64  27.36  54.88    1.6330E-02    2.1320E-10
    1   88   63    47.554953   0.64  27.36  54.88    1.6310E-02    2.0666E-10
    1   89   64    47.696204   0.64  27.36  54.88    1.6291E-02    2.0136E-10
    1   91   66    47.968802   0.64  27.36  54.88    1.6255E-02    1.8976E-10
    1   92   67    48.100378   0.64  27.36  54.88    1.6237E-02    1.8408E-10
    1   93   68    48.228951   0.64  27.36  54.88    1.6220E-02    1.7850E-10
    1   94   69    48.354623   0.64  27.36  54.88    1.6203E-02    1.7336E-10
    1   96   71    48.597648   0.64  27.36  54.88    1.6170E-02    1.6302E-10
    1   97   72    48.715184   0.64  27.36  54.88    1.6154E-02    1.5746E-10
    1   98   73    48.830184   0.64  27.36  54.88    1.6138E-02    1.5308E-10
    1   99   74    48.942730   0.64  27.36  54.88    1.6123E-02    1.4797E-10
    1   27    1     6.602595   0.64  27.36  54.88    1.6811E-02    6.5919E-17
    1   29    3    13.095015   0.64  27.36  54.88    1.6959E-02    6.2450E-17
    1   31    5    17.607433   0.64  27.36  54.88    1.7112E-02    6.8001E-16
    1   33    7    21.135535   0.64  27.36  54.88    1.7252E-02    7.8500E-14
    1   35    9    24.029246   0.64  27.36  54.88    1.7367E-02    1.6269E-12
    1   37   11    26.469830   0.64  27.36  54.88    1.7456E-02    1.0901E-11
    1   41   15    30.396864   0.64  27.36  54.88    1.7545E-02    5.5594E-11
    1   43   17    32.009396   0.64  27.36  54.88    1.7551E-02    7.9393E-11
    1   45   19    33.443976   0.64  27.36  54.88    1.7536E-02    1.0293E-10
    1   47   21    34.730001   0.64  27.36  54.88    1.7504E-02    1.2439E-10
    1   49   23    35.890404   0.64  27.36  54.88    1.7459E-02    1.4370E-10
    1   51   25    36.943417   0.64  27.36  54.88    1.7405E-02    1.6036E-10
    1   53   27    37.903772   0.64  27.36  54.88    1.7346E-02    1.7371E-10
    1   55   29    38.783534   0.64  27.36  54.88    1.7282E-02    1.8351E-10
    1   57   31    39.592695   0.64  27.36  54.88    1.7217E-02    1.9157E-10
    1   59   33    40.339619   0.64  27.36  54.88    1.7151E-02    1.9609E-10
    1   61   35    41.031366   0.64  27.36  54.88    1.7085E-02    1.9826E-10
    1   63   37    41.673946   0.64  27.36  54.88    1.7021E-02    1.9873E-10
    1   67   41    42.831493   0.64  27.36  54.88    1.6896E-02    1.9537E-10
    1   69   43    43.354756   0.64  27.36  54.88    1.6837E-02    1.9145E-10
    1   71   45    43.845660   0.64  27.36  54.88    1.6780E-02    1.8608E-10
    1   73   47    44.307152   0.64  27.36  54.88    1.6725E-02    1.8107E-10
    1   75   49    44.741827   0.64  27.36  54.88    1.6672E-02    1.7425E-10
    1   77   51    45.151981   0.64  27.36  54.88    1.6621E-02    1.6829E-10
    1   79   53    45.539650   0.64  27.36  54.88    1.6573E-02    1.6112E-10
    1   81   55    45.906652   0.64  27.36  54.88    1.6526E-02    1.5419E-10
    1   83   57    46.254609   0.64  27.36  54.88    1.6481E-02    1.4727E-10
    1   85   59    46.584978   0.64  27.36  54.88    1.6438E-02    1.3996E-10
    1   87   61    46.899070   0.64  27.36  54.88    1.6397E-02    1.3274E-10
    1   89   63    47.198066   0.64  27.36  54.88    1.6358E-02    1.2612E-10
    1   93   67    47.754952   0.64  27.36  54.88    1.6284E-02    1.1283E-10
    1   95   69    48.014694   0.64  27.36  54.88    1.6249E-02    1.0636E-10
    1   97   71    48.263067   0.64  27.36  54.88    1.6215E-02    1.0010E-10
    1   99   73    48.500805   0.64  27.36  54.88    1.6183E-02    9.4256E-11
    1   28    1     6.444440   0.64  27.36  54.88    1.6809E-02    4.5103E-17
    1   29    2     9.993367   0.64  27.36  54.88    1.6877E-02    6.2450E-17
    1   31    4    15.173626   0.64  27.36  54.88    1.7025E-02    3.4694E-17
    1   32    5    17.238674   0.64  27.36  54.88    1.7099E-02    1.4919E-16
    1   34    7    20.719054   0.64  27.36  54.88    1.7235E-02    1.8787E-14
    1   35    8    22.214598   0.64  27.36  54.88    1.7295E-02    1.1196E-13
    1   37   10    24.840253   0.64  27.36  54.88    1.7398E-02    1.5247E-12
    1   38   11    26.003386   0.64  27.36  54.88    1.7440E-02    3.8264E-12
    1   40   13    28.089634   0.64  27.36  54.88    1.7503E-02    1.3173E-11
    1   41   14    29.030418   0.64  27.36  54.88    1.7524E-02    1.9269E-11
    1   43   16    30.741486   0.64  27.36  54.88    1.7548E-02    3.1489E-11
    1   44   17    31.522550   0.64  27.36  54.88    1.7552E-02    3.7820E-11
    1   46   19    32.957507   0.64  27.36  54.88    1.7543E-02    5.0801E-11
    1   47   20    33.618521   0.64  27.36  54.88    1.7532E-02    5.7084E-11
    1   49   22    34.842414   0.64  27.36  54.88    1.7500E-02    6.9088E-11
    1   50   23    35.410256   0.64  27.36  54.88    1.7479E-02    7.4632E-11
    1   52   25    36.468252   0.64  27.36  54.88    1.7431E-02    8.4524E-11
    1   53   26    36.962002   0.64  27.36  54.88    1.7404E-02    8.8993E-11
    1   55   28    37.886754   0.64  27.36  54.88    1.7347E-02    9.6656E-11
