 strength = semiamplitude of R in solar mass,au,day
  pla  |p+q|:|p|     a(au)      e     i     argper        <R>      strength                   
    1   22    7    27.695385   0.91  11.97  36.97    1.9565E-02    9.4616E-07
    1   23    8    29.389934   0.91  11.97  36.97    2.0003E-02    2.4283E-06
    1   26   11    33.489094   0.91  11.97  36.97    2.0296E-02    6.8023E-06
    1   28   13    35.629855   0.91  11.97  36.97    1.9878E-02    7.6326E-06
    1   29   14    36.568785   0.91  11.97  36.97    1.9631E-02    8.4606E-06
    1   31   16    38.235141   0.91  11.97  36.97    1.9148E-02    7.7883E-06
    1   32   17    38.978322   0.91  11.97  36.97    1.8923E-02    7.8273E-06
    1   34   19    40.315647   0.91  11.97  36.97    1.8514E-02    6.9050E-06
    1   37   22    42.018235   0.91  11.97  36.97    1.7997E-02    5.7890E-06
    1   38   23    42.519355   0.91  11.97  36.97    1.7846E-02    5.4685E-06
    1   41   26    43.861502   0.91  11.97  36.97    1.7450E-02    4.4609E-06
    1   43   28    44.642676   0.91  11.97  36.97    1.7225E-02    3.8951E-06
    1   44   29    45.004304   0.91  11.97  36.97    1.7122E-02    3.6228E-06
    1   46   31    45.676528   0.91  11.97  36.97    1.6933E-02    3.1767E-06
    1   47   32    45.989489   0.91  11.97  36.97    1.6846E-02    2.9530E-06
    1   49   34    46.574235   0.91  11.97  36.97    1.6685E-02    2.5838E-06
    1   52   37    47.361207   0.91  11.97  36.97    1.6473E-02    2.1034E-06
    1   53   38    47.602416   0.91  11.97  36.97    1.6409E-02    1.9473E-06
    1   56   41    48.271159   0.91  11.97  36.97    1.6233E-02    1.6052E-06
    1   58   43    48.676291   0.91  11.97  36.97    1.6128E-02    1.4136E-06
    1   59   44    48.867968   0.91  11.97  36.97    1.6079E-02    1.2944E-06
    1   61   46    49.231436   0.91  11.97  36.97    1.5986E-02    1.1275E-06
    1   62   47    49.403906   0.91  11.97  36.97    1.5943E-02    1.0909E-06
    1   64   49    49.731846   0.91  11.97  36.97    1.5860E-02    9.4417E-07
    1   67   52    50.185263   0.91  11.97  36.97    1.5748E-02    8.0840E-07
    1   68   53    50.327089   0.91  11.97  36.97    1.5713E-02    6.8231E-07
    1   71   56    50.727519   0.91  11.97  36.97    1.5615E-02    6.0560E-07
    1   73   58    50.975394   0.91  11.97  36.97    1.5555E-02    5.1144E-07
    1   74   59    51.094094   0.91  11.97  36.97    1.5526E-02    5.2652E-07
    1   76   61    51.321736   0.91  11.97  36.97    1.5472E-02    4.8570E-07
    1   77   62    51.430942   0.91  11.97  36.97    1.5446E-02    3.9836E-07
    1   79   64    51.640737   0.91  11.97  36.97    1.5396E-02    3.8909E-07
    1   82   67    51.935519   0.91  11.97  36.97    1.5326E-02    2.5529E-07
    1   83   68    52.028869   0.91  11.97  36.97    1.5305E-02    2.6943E-07
    1   86   71    52.295434   0.91  11.97  36.97    1.5242E-02    2.3464E-07
    1   88   73    52.462699   0.91  11.97  36.97    1.5204E-02    2.0249E-07
    1   89   74    52.543417   0.91  11.97  36.97    1.5185E-02    1.9881E-07
    1   91   76    52.699356   0.91  11.97  36.97    1.5149E-02    2.1375E-07
    1   92   77    52.774700   0.91  11.97  36.97    1.5132E-02    1.7802E-07
    1   94   79    52.920426   0.91  11.97  36.97    1.5099E-02    1.8354E-07
    1   97   82    53.127403   0.91  11.97  36.97    1.5051E-02    1.2131E-07
    1   98   83    53.193494   0.91  11.97  36.97    1.5037E-02    1.4795E-07
    1   17    1     8.987893   0.91  11.97  36.97    1.6970E-02    1.6395E-10
    1   19    3    17.359436   0.91  11.97  36.97    1.7627E-02    1.2708E-08
    1   21    5    22.827463   0.91  11.97  36.97    1.8439E-02    3.8684E-07
    1   23    7    26.886688   0.91  11.97  36.97    1.9352E-02    4.1830E-07
    1   25    9    30.071760   0.91  11.97  36.97    2.0153E-02    1.2730E-06
    1   27   11    32.657013   0.91  11.97  36.97    2.0370E-02    3.3312E-06
    1   29   13    34.805997   0.91  11.97  36.97    2.0069E-02    5.5174E-06
    1   31   15    36.624937   0.91  11.97  36.97    1.9615E-02    5.6173E-06
    1   33   17    38.186849   0.91  11.97  36.97    1.9162E-02    5.6481E-06
    1   35   19    39.544025   0.91  11.97  36.97    1.8751E-02    5.4682E-06
    1   37   21    40.735109   0.91  11.97  36.97    1.8386E-02    4.8513E-06
    1   39   23    41.789386   0.91  11.97  36.97    1.8066E-02    4.3196E-06
    1   41   25    42.729513   0.91  11.97  36.97    1.7784E-02    3.8776E-06
    1   43   27    43.573326   0.91  11.97  36.97    1.7534E-02    3.4026E-06
    1   45   29    44.335080   0.91  11.97  36.97    1.7313E-02    2.9665E-06
    1   47   31    45.026314   0.91  11.97  36.97    1.7116E-02    2.6149E-06
    1   49   33    45.656479   0.91  11.97  36.97    1.6938E-02    2.2833E-06
    1   51   35    46.233391   0.91  11.97  36.97    1.6779E-02    1.9982E-06
    1   53   37    46.763579   0.91  11.97  36.97    1.6634E-02    1.7560E-06
    1   55   39    47.252536   0.91  11.97  36.97    1.6502E-02    1.5393E-06
    1   57   41    47.704920   0.91  11.97  36.97    1.6382E-02    1.3466E-06
    1   59   43    48.124711   0.91  11.97  36.97    1.6271E-02    1.1728E-06
    1   61   45    48.515327   0.91  11.97  36.97    1.6170E-02    1.0257E-06
    1   63   47    48.879720   0.91  11.97  36.97    1.6076E-02    8.9854E-07
    1   65   49    49.220459   0.91  11.97  36.97    1.5989E-02    7.7841E-07
    1   67   51    49.539782   0.91  11.97  36.97    1.5909E-02    6.6755E-07
    1   69   53    49.839655   0.91  11.97  36.97    1.5833E-02    5.9407E-07
    1   71   55    50.121809   0.91  11.97  36.97    1.5763E-02    5.4710E-07
    1   73   57    50.387774   0.91  11.97  36.97    1.5698E-02    4.9985E-07
    1   75   59    50.638909   0.91  11.97  36.97    1.5637E-02    4.5737E-07
    1   77   61    50.876424   0.91  11.97  36.97    1.5579E-02    3.7267E-07
    1   79   63    51.101402   0.91  11.97  36.97    1.5525E-02    3.1728E-07
    1   81   65    51.314811   0.91  11.97  36.97    1.5473E-02    2.5173E-07
    1   83   67    51.517524   0.91  11.97  36.97    1.5425E-02    2.6513E-07
    1   85   69    51.710327   0.91  11.97  36.97    1.5379E-02    2.4554E-07
    1   87   71    51.893931   0.91  11.97  36.97    1.5336E-02    2.8199E-07
    1   89   73    52.068981   0.91  11.97  36.97    1.5295E-02    1.4108E-07
    1   91   75    52.236061   0.91  11.97  36.97    1.5256E-02    1.2995E-07
    1   93   77    52.395705   0.91  11.97  36.97    1.5219E-02    1.7553E-07
    1   95   79    52.548400   0.91  11.97  36.97    1.5184E-02    1.2794E-07
    1   97   81    52.694590   0.91  11.97  36.97    1.5150E-02    1.3489E-07
    1   99   83    52.834683   0.91  11.97  36.97    1.5118E-02    4.9814E-08
    1   18    1     8.651847   0.91  11.97  36.97    1.6954E-02    1.5769E-10
    1   19    2    13.247729   0.91  11.97  36.97    1.7236E-02    4.2200E-10
    1   20    3    16.775856   0.91  11.97  36.97    1.7562E-02    3.2690E-09
    1   21    4    19.672111   0.91  11.97  36.97    1.7922E-02    3.6730E-08
    1   22    5    22.130372   0.91  11.97  36.97    1.8312E-02    1.5858E-07
    1   23    6    24.260856   0.91  11.97  36.97    1.8728E-02    3.3292E-07
    1   24    7    26.134551   0.91  11.97  36.97    1.9161E-02    2.8992E-07
    1   25    8    27.800791   0.91  11.97  36.97    1.9593E-02    4.6986E-07
    1   26    9    29.295660   0.91  11.97  36.97    1.9980E-02    7.8183E-07
    1   27   10    30.646532   0.91  11.97  36.97    2.0257E-02    1.2736E-06
    1   28   11    31.874761   0.91  11.97  36.97    2.0376E-02    1.7117E-06
    1   29   12    32.997371   0.91  11.97  36.97    2.0347E-02    2.8486E-06
    1   30   13    34.028168   0.91  11.97  36.97    2.0217E-02    3.2116E-06
    1   31   14    34.978518   0.91  11.97  36.97    2.0031E-02    3.5652E-06
    1   32   15    35.857887   0.91  11.97  36.97    1.9820E-02    4.1844E-06
    1   33   16    36.674247   0.91  11.97  36.97    1.9602E-02    4.1483E-06
    1   35   18    38.144051   0.91  11.97  36.97    1.9175E-02    4.2689E-06
    1   36   19    38.808296   0.91  11.97  36.97    1.8975E-02    4.0613E-06
    1   37   20    39.431445   0.91  11.97  36.97    1.8785E-02    3.9121E-06
    1   38   21    40.017287   0.91  11.97  36.97    1.8606E-02    3.8440E-06
    1   39   22    40.569148   0.91  11.97  36.97    1.8437E-02    3.6112E-06
    1   40   23    41.089962   0.91  11.97  36.97    1.8278E-02    3.4320E-06
    1   41   24    41.582324   0.91  11.97  36.97    1.8128E-02    3.2979E-06
    1   42   25    42.048546   0.91  11.97  36.97    1.7988E-02    3.0794E-06
    1   43   26    42.490688   0.91  11.97  36.97    1.7855E-02    2.9051E-06
    1   44   27    42.910598   0.91  11.97  36.97    1.7730E-02    2.7634E-06
    1   45   28    43.309934   0.91  11.97  36.97    1.7612E-02    2.5829E-06
    1   46   29    43.690192   0.91  11.97  36.97    1.7500E-02    2.4279E-06
    1   47   30    44.052724   0.91  11.97  36.97    1.7395E-02    2.2895E-06
    1   48   31    44.398757   0.91  11.97  36.97    1.7295E-02    2.1459E-06
    1   49   32    44.729403   0.91  11.97  36.97    1.7200E-02    2.0156E-06
    1   50   33    45.045678   0.91  11.97  36.97    1.7110E-02    1.8858E-06
    1   52   35    45.638739   0.91  11.97  36.97    1.6943E-02    1.6564E-06
    1   53   36    45.917150   0.91  11.97  36.97    1.6866E-02    1.5487E-06
    1   54   37    46.184454   0.91  11.97  36.97    1.6792E-02    1.4529E-06
    1   55   38    46.441308   0.91  11.97  36.97    1.6722E-02    1.3666E-06
    1   56   39    46.688318   0.91  11.97  36.97    1.6654E-02    1.2740E-06
    1   57   40    46.926043   0.91  11.97  36.97    1.6590E-02    1.1991E-06
    1   58   41    47.155000   0.91  11.97  36.97    1.6528E-02    1.1219E-06
    1   59   42    47.375669   0.91  11.97  36.97    1.6469E-02    1.0501E-06
    1   60   43    47.588496   0.91  11.97  36.97    1.6413E-02    9.8045E-07
    1   61   44    47.793892   0.91  11.97  36.97    1.6358E-02    9.4179E-07
    1   62   45    47.992244   0.91  11.97  36.97    1.6306E-02    8.5473E-07
    1   63   46    48.183909   0.91  11.97  36.97    1.6256E-02    8.2947E-07
    1   64   47    48.369221   0.91  11.97  36.97    1.6208E-02    7.5301E-07
    1   65   48    48.548494   0.91  11.97  36.97    1.6161E-02    7.2127E-07
    1   66   49    48.722018   0.91  11.97  36.97    1.6116E-02    6.6372E-07
    1   67   50    48.890068   0.91  11.97  36.97    1.6073E-02    6.3843E-07
    1   69   52    49.210753   0.91  11.97  36.97    1.5992E-02    5.5867E-07
    1   70   53    49.363854   0.91  11.97  36.97    1.5953E-02    5.2672E-07
    1   71   54    49.512415   0.91  11.97  36.97    1.5915E-02    4.7496E-07
    1   72   55    49.656637   0.91  11.97  36.97    1.5879E-02    4.8896E-07
    1   73   56    49.796706   0.91  11.97  36.97    1.5844E-02    4.0093E-07
    1   74   57    49.932801   0.91  11.97  36.97    1.5810E-02    4.4772E-07
    1   75   58    50.065089   0.91  11.97  36.97    1.5777E-02    3.5771E-07
    1   76   59    50.193728   0.91  11.97  36.97    1.5746E-02    3.5711E-07
    1   77   60    50.318867   0.91  11.97  36.97    1.5715E-02    3.3431E-07
    1   78   61    50.440648   0.91  11.97  36.97    1.5685E-02    2.8505E-07
    1   79   62    50.559205   0.91  11.97  36.97    1.5656E-02    3.1274E-07
    1   80   63    50.674664   0.91  11.97  36.97    1.5628E-02    2.2827E-07
    1   81   64    50.787146   0.91  11.97  36.97    1.5601E-02    2.9266E-07
    1   82   65    50.896765   0.91  11.97  36.97    1.5574E-02    2.4420E-07
    1   83   66    51.003628   0.91  11.97  36.97    1.5548E-02    2.2950E-07
    1   84   67    51.107839   0.91  11.97  36.97    1.5523E-02    2.5865E-07
    1   86   69    51.308691   0.91  11.97  36.97    1.5475E-02    2.3463E-07
    1   87   70    51.405513   0.91  11.97  36.97    1.5452E-02    1.6420E-07
    1   88   71    51.500047   0.91  11.97  36.97    1.5429E-02    1.8012E-07
    1   89   72    51.592372   0.91  11.97  36.97    1.5408E-02    1.8392E-07
    1   90   73    51.682567   0.91  11.97  36.97    1.5386E-02    1.5934E-07
    1   91   74    51.770702   0.91  11.97  36.97    1.5365E-02    1.4849E-07
    1   92   75    51.856850   0.91  11.97  36.97    1.5345E-02    1.1526E-07
    1   93   76    51.941075   0.91  11.97  36.97    1.5325E-02    1.8735E-07
    1   94   77    52.023443   0.91  11.97  36.97    1.5306E-02    1.1003E-07
    1   95   78    52.104013   0.91  11.97  36.97    1.5287E-02    7.2773E-08
    1   96   79    52.182844   0.91  11.97  36.97    1.5269E-02    1.4210E-07
    1   97   80    52.259992   0.91  11.97  36.97    1.5251E-02    9.0780E-08
    1   98   81    52.335511   0.91  11.97  36.97    1.5233E-02    6.1402E-08
    1   99   82    52.409451   0.91  11.97  36.97    1.5216E-02    1.1946E-07
    1  100   83    52.481862   0.91  11.97  36.97    1.5199E-02    9.2966E-08
    1   19    1     8.345546   0.91  11.97  36.97    1.6940E-02    1.3953E-10
    1   23    5    21.484172   0.91  11.97  36.97    1.8201E-02    6.2158E-08
    1   25    7    25.432899   0.91  11.97  36.97    1.8991E-02    1.9172E-07
    1   29   11    31.137731   0.91  11.97  36.97    2.0323E-02    1.0423E-06
    1   31   13    33.292388   0.91  11.97  36.97    2.0319E-02    1.8150E-06
    1   35   17    36.717893   0.91  11.97  36.97    1.9590E-02    3.0954E-06
    1   37   19    38.105859   0.91  11.97  36.97    1.9187E-02    2.9991E-06
    1   41   23    40.419086   0.91  11.97  36.97    1.8483E-02    2.7247E-06
    1   43   25    41.394077   0.91  11.97  36.97    1.8185E-02    2.4442E-06
    1   47   29    43.068254   0.91  11.97  36.97    1.7683E-02    1.9719E-06
    1   49   31    43.792619   0.91  11.97  36.97    1.7470E-02    1.7453E-06
    1   53   35    45.062847   0.91  11.97  36.97    1.7105E-02    1.3718E-06
    1   55   37    45.622932   0.91  11.97  36.97    1.6948E-02    1.2094E-06
    1   59   41    46.620658   0.91  11.97  36.97    1.6673E-02    9.4265E-07
    1   61   43    47.066971   0.91  11.97  36.97    1.6552E-02    8.2209E-07
    1   65   47    47.871846   0.91  11.97  36.97    1.6338E-02    6.4095E-07
    1   67   49    48.236008   0.91  11.97  36.97    1.6242E-02    5.7490E-07
    1   71   53    48.899249   0.91  11.97  36.97    1.6071E-02    4.5764E-07
    1   73   55    49.202110   0.91  11.97  36.97    1.5994E-02    4.0516E-07
    1   77   59    49.758204   0.91  11.97  36.97    1.5854E-02    3.0641E-07
    1   79   61    50.014086   0.91  11.97  36.97    1.5790E-02    2.3575E-07
    1   83   65    50.487130   0.91  11.97  36.97    1.5674E-02    2.4129E-07
    1   85   67    50.706203   0.91  11.97  36.97    1.5620E-02    2.0127E-07
    1   89   71    51.113553   0.91  11.97  36.97    1.5522E-02    1.4146E-07
    1   91   73    51.303243   0.91  11.97  36.97    1.5476E-02    1.3009E-07
    1   95   77    51.657722   0.91  11.97  36.97    1.5392E-02    1.3150E-07
    1   97   79    51.823580   0.91  11.97  36.97    1.5353E-02    8.0783E-08
    1   20    1     8.064990   0.91  11.97  36.97    1.6928E-02    1.3627E-10
    1   21    2    12.392653   0.91  11.97  36.97    1.7173E-02    3.2521E-10
    1   22    3    15.743075   0.91  11.97  36.97    1.7455E-02    7.2378E-10
    1   23    4    18.514498   0.91  11.97  36.97    1.7767E-02    3.9910E-09
    1   24    5    20.883166   0.91  11.97  36.97    1.8103E-02    2.3635E-08
    1   25    6    22.949048   0.91  11.97  36.97    1.8462E-02    7.1156E-08
    1   26    7    24.776520   0.91  11.97  36.97    1.8841E-02    1.1122E-07
    1   27    8    26.410380   0.91  11.97  36.97    1.9231E-02    7.9546E-08
    1   28    9    27.883470   0.91  11.97  36.97    1.9615E-02    2.0469E-07
    1   29   10    29.220782   0.91  11.97  36.97    1.9962E-02    2.4913E-07
    1   30   11    30.441879   0.91  11.97  36.97    2.0223E-02    5.1781E-07
    1   31   12    31.562414   0.91  11.97  36.97    2.0361E-02    6.7602E-07
    1   32   13    32.595133   0.91  11.97  36.97    2.0373E-02    1.1511E-06
    1   33   14    33.550570   0.91  11.97  36.97    2.0288E-02    1.4712E-06
    1   34   15    34.437536   0.91  11.97  36.97    2.0144E-02    1.6532E-06
    1   35   16    35.263477   0.91  11.97  36.97    1.9967E-02    2.0019E-06
    1   36   17    36.034745   0.91  11.97  36.97    1.9775E-02    2.1382E-06
    1   37   18    36.756800   0.91  11.97  36.97    1.9579E-02    2.1490E-06
    1   39   20    38.071568   0.91  11.97  36.97    1.9197E-02    2.2509E-06
    1   40   21    38.672007   0.91  11.97  36.97    1.9016E-02    2.1800E-06
    1   41   22    39.238861   0.91  11.97  36.97    1.8844E-02    2.1661E-06
    1   42   23    39.774940   0.91  11.97  36.97    1.8680E-02    2.0969E-06
    1   43   24    40.282743   0.91  11.97  36.97    1.8524E-02    2.0063E-06
    1   44   25    40.764494   0.91  11.97  36.97    1.8377E-02    1.9427E-06
    1   45   26    41.222190   0.91  11.97  36.97    1.8238E-02    1.8412E-06
    1   46   27    41.657621   0.91  11.97  36.97    1.8106E-02    1.7515E-06
    1   47   28    42.072400   0.91  11.97  36.97    1.7980E-02    1.6808E-06
    1   48   29    42.467987   0.91  11.97  36.97    1.7862E-02    1.5877E-06
    1   49   30    42.845705   0.91  11.97  36.97    1.7749E-02    1.4926E-06
    1   50   31    43.206753   0.91  11.97  36.97    1.7642E-02    1.4196E-06
    1   51   32    43.552228   0.91  11.97  36.97    1.7541E-02    1.3383E-06
    1   52   33    43.883127   0.91  11.97  36.97    1.7444E-02    1.2575E-06
    1   53   34    44.200367   0.91  11.97  36.97    1.7352E-02    1.1866E-06
    1   54   35    44.504784   0.91  11.97  36.97    1.7264E-02    1.1180E-06
    1   55   36    44.797150   0.91  11.97  36.97    1.7181E-02    1.0520E-06
    1   56   37    45.078173   0.91  11.97  36.97    1.7101E-02    9.9044E-07
    1   58   39    45.608758   0.91  11.97  36.97    1.6952E-02    8.7929E-07
    1   59   40    45.859484   0.91  11.97  36.97    1.6882E-02    8.2649E-07
    1   60   41    46.101201   0.91  11.97  36.97    1.6815E-02    7.8564E-07
    1   61   42    46.334393   0.91  11.97  36.97    1.6751E-02    7.2931E-07
    1   62   43    46.559505   0.91  11.97  36.97    1.6689E-02    6.9335E-07
    1   63   44    46.776952   0.91  11.97  36.97    1.6630E-02    6.4437E-07
    1   64   45    46.987124   0.91  11.97  36.97    1.6573E-02    6.0829E-07
    1   65   46    47.190382   0.91  11.97  36.97    1.6519E-02    5.6857E-07
    1   66   47    47.387062   0.91  11.97  36.97    1.6466E-02    5.4354E-07
    1   67   48    47.577483   0.91  11.97  36.97    1.6415E-02    4.9298E-07
    1   68   49    47.761939   0.91  11.97  36.97    1.6367E-02    4.8668E-07
    1   69   50    47.940709   0.91  11.97  36.97    1.6320E-02    4.3026E-07
    1   70   51    48.114052   0.91  11.97  36.97    1.6274E-02    4.3149E-07
    1   71   52    48.282213   0.91  11.97  36.97    1.6230E-02    3.8566E-07
    1   72   53    48.445423   0.91  11.97  36.97    1.6188E-02    3.7202E-07
    1   73   54    48.603899   0.91  11.97  36.97    1.6147E-02    3.4579E-07
    1   74   55    48.757843   0.91  11.97  36.97    1.6107E-02    3.2392E-07
    1   75   56    48.907450   0.91  11.97  36.97    1.6069E-02    3.1091E-07
    1   77   58    49.194364   0.91  11.97  36.97    1.5996E-02    2.9422E-07
    1   78   59    49.332006   0.91  11.97  36.97    1.5961E-02    2.4077E-07
    1   79   60    49.465979   0.91  11.97  36.97    1.5927E-02    2.6884E-07
    1   80   61    49.596429   0.91  11.97  36.97    1.5894E-02    2.1130E-07
    1   81   62    49.723492   0.91  11.97  36.97    1.5863E-02    2.1916E-07
    1   82   63    49.847300   0.91  11.97  36.97    1.5832E-02    2.0295E-07
    1   83   64    49.967976   0.91  11.97  36.97    1.5802E-02    1.7502E-07
    1   84   65    50.085639   0.91  11.97  36.97    1.5772E-02    1.9144E-07
    1   85   66    50.200400   0.91  11.97  36.97    1.5744E-02    1.3124E-07
    1   86   67    50.312366   0.91  11.97  36.97    1.5717E-02    1.7022E-07
    1   87   68    50.421638   0.91  11.97  36.97    1.5690E-02    1.4621E-07
    1   88   69    50.528311   0.91  11.97  36.97    1.5664E-02    1.2409E-07
    1   89   70    50.632479   0.91  11.97  36.97    1.5638E-02    1.6909E-07
    1   90   71    50.734229   0.91  11.97  36.97    1.5613E-02    1.2290E-07
    1   91   72    50.833644   0.91  11.97  36.97    1.5589E-02    1.3270E-07
    1   92   73    50.930804   0.91  11.97  36.97    1.5566E-02    1.1604E-07
    1   93   74    51.025784   0.91  11.97  36.97    1.5543E-02    1.1727E-07
    1   94   75    51.118658   0.91  11.97  36.97    1.5521E-02    1.1833E-07
    1   96   77    51.298362   0.91  11.97  36.97    1.5477E-02    9.8403E-08
    1   97   78    51.385322   0.91  11.97  36.97    1.5457E-02    8.7628E-08
    1   98   79    51.470436   0.91  11.97  36.97    1.5436E-02    1.0952E-07
    1   99   80    51.553763   0.91  11.97  36.97    1.5417E-02    6.6430E-08
    1  100   81    51.635357   0.91  11.97  36.97    1.5397E-02    5.8809E-08
    1   21    1     7.806883   0.91  11.97  36.97    1.6917E-02    1.2591E-10
    1   23    3    15.283381   0.91  11.97  36.97    1.7411E-02    4.8609E-10
    1   27    7    24.160914   0.91  11.97  36.97    1.8706E-02    5.8163E-08
    1   29    9    27.238730   0.91  11.97  36.97    1.9444E-02    8.4477E-08
    1   31   11    29.783644   0.91  11.97  36.97    2.0093E-02    2.1548E-07
    1   33   13    31.933274   0.91  11.97  36.97    2.0378E-02    6.1879E-07
    1   37   17    35.382510   0.91  11.97  36.97    1.9938E-02    1.3870E-06
    1   39   19    36.791698   0.91  11.97  36.97    1.9569E-02    1.6239E-06
    1   41   21    38.040609   0.91  11.97  36.97    1.9206E-02    1.6492E-06
    1   43   23    39.155859   0.91  11.97  36.97    1.8869E-02    1.5814E-06
    1   47   27    41.064617   0.91  11.97  36.97    1.8286E-02    1.3871E-06
    1   49   29    41.888208   0.91  11.97  36.97    1.8036E-02    1.2625E-06
    1   51   31    42.640097   0.91  11.97  36.97    1.7810E-02    1.1420E-06
    1   53   33    43.329388   0.91  11.97  36.97    1.7606E-02    1.0281E-06
    1   57   37    44.549389   0.91  11.97  36.97    1.7252E-02    8.0912E-07
    1   59   39    45.091938   0.91  11.97  36.97    1.7097E-02    7.2220E-07
    1   61   41    45.595976   0.91  11.97  36.97    1.6955E-02    6.4160E-07
    1   63   43    46.065499   0.91  11.97  36.97    1.6825E-02    5.7140E-07
    1   67   47    46.914369   0.91  11.97  36.97    1.6593E-02    4.4585E-07
    1   69   49    47.299349   0.91  11.97  36.97    1.6490E-02    3.9997E-07
    1   71   51    47.661209   0.91  11.97  36.97    1.6393E-02    3.5230E-07
    1   73   53    48.001983   0.91  11.97  36.97    1.6303E-02    3.0386E-07
    1   77   57    48.627274   0.91  11.97  36.97    1.6141E-02    2.3254E-07
    1   79   59    48.914819   0.91  11.97  36.97    1.6067E-02    1.9741E-07
    1   81   61    49.187383   0.91  11.97  36.97    1.5998E-02    1.9185E-07
    1   83   63    49.446112   0.91  11.97  36.97    1.5932E-02    1.9061E-07
    1   87   67    49.926088   0.91  11.97  36.97    1.5812E-02    1.3175E-07
    1   89   69    50.149110   0.91  11.97  36.97    1.5757E-02    9.3657E-08
    1   91   71    50.361866   0.91  11.97  36.97    1.5704E-02    6.9357E-08
    1   93   73    50.565051   0.91  11.97  36.97    1.5655E-02    9.9669E-08
    1   97   77    50.945188   0.91  11.97  36.97    1.5562E-02    8.5978E-08
    1   99   79    51.123248   0.91  11.97  36.97    1.5519E-02    7.6353E-08
    1   22    1     7.568481   0.91  11.97  36.97    1.6908E-02    1.1775E-10
    1   23    2    11.663403   0.91  11.97  36.97    1.7123E-02    2.8368E-10
    1   25    4    17.513401   0.91  11.97  36.97    1.7645E-02    9.3399E-10
    1   26    5    19.798013   0.91  11.97  36.97    1.7940E-02    3.6223E-09
    1   29    8    25.181707   0.91  11.97  36.97    1.8933E-02    3.4826E-08
    1   31   10    27.950058   0.91  11.97  36.97    1.9633E-02    7.9301E-08
    1   32   11    29.159874   0.91  11.97  36.97    1.9947E-02    8.9346E-08
    1   34   13    31.304021   0.91  11.97  36.97    2.0340E-02    2.7901E-07
    1   37   16    33.980989   0.91  11.97  36.97    2.0225E-02    7.6297E-07
    1   38   17    34.759009   0.91  11.97  36.97    2.0079E-02    9.3196E-07
    1   40   19    36.175920   0.91  11.97  36.97    1.9737E-02    1.0980E-06
    1   41   20    36.823178   0.91  11.97  36.97    1.9560E-02    1.1768E-06
    1   43   22    38.012520   0.91  11.97  36.97    1.9215E-02    1.2002E-06
    1   44   23    38.560319   0.91  11.97  36.97    1.9050E-02    1.2027E-06
    1   46   25    39.574183   0.91  11.97  36.97    1.8741E-02    1.1542E-06
    1   47   26    40.044312   0.91  11.97  36.97    1.8597E-02    1.1243E-06
    1   50   29    41.327820   0.91  11.97  36.97    1.8206E-02    1.0033E-06
    1   52   31    42.091662   0.91  11.97  36.97    1.7975E-02    9.0686E-07
    1   53   32    42.449565   0.91  11.97  36.97    1.7867E-02    8.6644E-07
    1   55   34    43.122241   0.91  11.97  36.97    1.7667E-02    7.7940E-07
    1   58   37    44.035844   0.91  11.97  36.97    1.7400E-02    6.6442E-07
    1   59   38    44.317804   0.91  11.97  36.97    1.7318E-02    6.3338E-07
    1   61   40    44.851532   0.91  11.97  36.97    1.7165E-02    5.6312E-07
    1   62   41    45.104370   0.91  11.97  36.97    1.7094E-02    5.3046E-07
    1   64   43    45.584391   0.91  11.97  36.97    1.6959E-02    4.7380E-07
    1   65   44    45.812436   0.91  11.97  36.97    1.6895E-02    4.4467E-07
    1   67   46    46.246534   0.91  11.97  36.97    1.6775E-02    4.0061E-07
    1   68   47    46.453289   0.91  11.97  36.97    1.6718E-02    3.6404E-07
    1   71   50    47.036133   0.91  11.97  36.97    1.6560E-02    3.1251E-07
    1   73   52    47.396270   0.91  11.97  36.97    1.6464E-02    2.8389E-07
    1   74   53    47.568553   0.91  11.97  36.97    1.6418E-02    2.4930E-07
    1   76   55    47.898646   0.91  11.97  36.97    1.6331E-02    2.1910E-07
    1   79   58    48.360536   0.91  11.97  36.97    1.6210E-02    1.8264E-07
    1   80   59    48.506342   0.91  11.97  36.97    1.6172E-02    1.8601E-07
    1   82   61    48.786668   0.91  11.97  36.97    1.6100E-02    1.7871E-07
    1   83   62    48.921478   0.91  11.97  36.97    1.6065E-02    1.4520E-07
    1   85   64    49.181059   0.91  11.97  36.97    1.5999E-02    1.2778E-07
    1   86   65    49.306076   0.91  11.97  36.97    1.5967E-02    1.3898E-07
    1   88   67    49.547140   0.91  11.97  36.97    1.5907E-02    1.2879E-07
    1   89   68    49.663399   0.91  11.97  36.97    1.5878E-02    1.1970E-07
    1   92   71    49.996260   0.91  11.97  36.97    1.5795E-02    8.3234E-08
    1   94   73    50.205794   0.91  11.97  36.97    1.5743E-02    9.7324E-08
    1   95   74    50.307096   0.91  11.97  36.97    1.5718E-02    6.6897E-08
    1   97   76    50.503144   0.91  11.97  36.97    1.5670E-02    7.1552E-08
    1  100   79    50.781856   0.91  11.97  36.97    1.5602E-02    3.7272E-08
    1   23    1     7.347483   0.91  11.97  36.97    1.6899E-02    1.1336E-10
    1   25    3    14.456994   0.91  11.97  36.97    1.7336E-02    4.7984E-10
    1   27    5    19.306105   0.91  11.97  36.97    1.7871E-02    1.6487E-09
    1   29    7    23.036891   0.91  11.97  36.97    1.8479E-02    1.3899E-08
